tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-11-10 12:16:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	307.4		g	-50.6	2.20e-07	11	1	5.30e-09	6.71e-09	1.94e-09	273	0	0	723.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-11-10 21:38:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	307.8		g	-51.3	2.15e-07	12	1	7.49e-09	3.70e-09	2.12e-09	273	0	0	748.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-11-13 11:08:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.2	312.5		g	-53.4	2.04e-07	13	1	8.74e-09	7.47e-09	1.81e-09	273	0	0	773.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-11-17 16:51:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	316.7		g	-53.5	1.87e-07	14	1	4.47e-09	5.37e-09	1.53e-09	273	0	0	788.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-11-24 17:40:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	320.1		g	-52.5	1.70e-07	15	1	2.20e-09	1.97e-09	8.33e-10	273	0	0	803.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-12-01 16:22:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	313.2		g	-56.1	1.42e-07	16	1	1.11e-09	1.23e-09	4.67e-10	273	0	0	818.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-12-02 00:10:17	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	327.3		g	-51.8	1.19e-07	17	1	9.00e-10	1.48e-09	7.59e-10	273	0	0	823.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-12-05 13:06:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	326.7		g	-50.1	8.92e-08	18	1	1.94e-09	2.42e-09	4.50e-10	273	0	0	828.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-12-06 13:04:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	314.7		g	-46.1	5.30e-08	19	1	1.66e-09	6.46e-10	3.08e-10	273	0	0	833.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-12-08 14:42:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	322.7		g	-51.5	3.99e-08	20	1	1.20e-09	7.32e-10	4.20e-10	273	0	0	838.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2014-12-08 21:35:48	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.8	023.0		g	-28.4	2.06e-08	21	1	5.51e-10	5.01e-10	1.65e-09	273	0	0	843.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2015-01-12 10:25:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	10.0	286.0		g	07.6	1.61e-08	22	1	2.89e-09	5.11e-10	5.77e-10	273	0	0	846.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2015-01-12 11:36:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	292.1		g	08.7	1.69e-08	23	1	9.05e-10	5.80e-10	8.63e-11	273	0	0	846.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2015-01-14 13:42:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.8	002.3		g	10.4	8.77e-09	24	1	4.43e-10	5.71e-10	8.84e-10	273	0	0	849.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2015-01-15 14:00:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.4	351.5		g	-25.8	2.00e-08	25	1	3.76e-10	5.42e-10	1.58e-09	273	0	0	852.0
This study	unknown	Z32.7	Z32	Z32.7a	Z32.7a:LP-DIR-T	hargrave 2015-01-18 12:25:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.4	137.7		g	-46.6	1.88e-08	26	1	1.81e-09	8.34e-10	3.27e-10	273	0	0	855.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T		LT-NO:LP-DIR-T	pmagpy-3.2.1	1.9	145.2		g	45.5	9.87e-07	1	1	1.84e-08	2.72e-08	4.85e-09	273	0	0	273
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	15.0	50.9		g	49.1	1.21e-08	2	1	1.56e-09	1.30e-09	3.35e-09	273	0	0	77
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	18.6	49.4		g	46.6	1.18e-08	3	1	1.82e-09	1.32e-09	3.93e-09	273	0	0	77
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T		LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	326.1		g	-34.2	5.95e-08	4	1	2.20e-09	1.14e-09	3.53e-09	273	0	0	373.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-10-22 15:18:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	319.6		g	-43.6	1.47e-07	5	1	1.98e-09	2.87e-09	1.72e-09	273	0	0	423.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-10-27 15:45:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	319.4		g	-43.9	2.22e-07	6	1	5.46e-09	7.23e-09	4.20e-09	273	0	0	473.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-10-28 13:08:36	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	317.2		g	-43.0	2.52e-07	7	1	4.10e-09	7.34e-09	2.57e-09	273	0	0	523.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-10-28 20:04:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	319.2		g	-42.1	2.73e-07	8	1	6.35e-09	9.61e-09	2.33e-09	273	0	0	573.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-10-29 20:18:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	314.5		g	-42.3	2.79e-07	9	1	2.91e-09	2.39e-09	3.39e-09	273	0	0	623.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-11-03 16:37:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	315.8		g	-41.5	2.69e-07	10	1	3.74e-09	3.58e-09	2.36e-09	273	0	0	673.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-11-04 11:31:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	318.1		g	-40.4	2.63e-07	11	1	2.17e-09	1.18e-09	2.36e-09	273	0	0	698.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-11-10 12:17:43	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	316.6		g	-41.1	2.51e-07	12	1	7.24e-09	4.18e-09	1.67e-09	273	0	0	723.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-11-10 21:40:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	316.1		g	-38.9	2.44e-07	13	1	3.54e-09	2.03e-09	2.62e-09	273	0	0	748.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-11-13 11:09:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	316.8		g	-41.9	2.18e-07	14	1	6.95e-09	5.58e-09	3.37e-09	273	0	0	773.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-11-17 16:53:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	318.7		g	-43.1	1.98e-07	15	1	6.93e-09	7.19e-09	1.07e-09	273	0	0	788.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-11-24 17:42:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	316.4		g	-44.9	1.84e-07	16	1	2.30e-09	3.86e-09	2.45e-09	273	0	0	803.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-12-01 16:23:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	314.7		g	-43.0	1.52e-07	17	1	1.37e-09	1.16e-09	1.04e-09	273	0	0	818.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-12-02 00:11:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	322.2		g	-42.2	1.24e-07	18	1	1.85e-09	4.39e-09	7.58e-10	273	0	0	823.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-12-05 13:07:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	324.1		g	-41.3	9.73e-08	19	1	1.12e-09	1.35e-09	6.35e-10	273	0	0	828.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-12-06 13:06:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	289.2		g	-38.9	4.28e-08	20	1	6.54e-10	9.62e-10	4.96e-10	273	0	0	833.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-12-08 14:44:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.6	317.9		g	-50.6	3.43e-08	21	1	9.01e-10	8.51e-10	1.26e-09	273	0	0	838.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2014-12-08 21:37:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	337.1		g	-39.3	2.76e-08	22	1	5.98e-10	4.76e-10	1.86e-09	273	0	0	843.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2015-01-12 10:27:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	7.8	283.6		g	-14.1	2.37e-08	23	1	3.31e-09	4.00e-10	5.72e-10	273	0	0	846.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2015-01-14 13:44:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.8	272.3		g	-55.0	1.42e-08	24	1	1.01e-09	7.01e-10	1.65e-09	273	0	0	849.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2015-01-15 14:01:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	14.2	181.5		g	-24.4	9.19e-09	25	1	9.81e-10	8.29e-10	2.06e-09	273	0	0	852.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2015-01-15 15:35:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	8.2	181.2		g	-32.7	9.09e-09	26	1	7.73e-10	8.99e-10	1.00e-09	273	0	0	852.0
This study	unknown	Z32.8	Z32	Z32.8a	Z32.8a:LP-DIR-T	hargrave 2015-01-18 12:27:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	8.9	041.4		g	23.3	1.80e-08	27	1	2.37e-09	1.19e-09	1.27e-09	273	0	0	855.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T		LT-NO:LP-DIR-T	pmagpy-3.2.1	0.8	168.2		g	72.0	4.20e-07	1	1	2.88e-09	5.78e-09	5.69e-09	273	0	0	273
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	6.6	315.3		g	-41.3	9.72e-08	2	1	8.90e-09	9.93e-09	2.21e-09	273	0	0	77
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T		LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	320.6		g	-42.3	1.31e-07	3	1	1.82e-09	9.46e-10	1.84e-09	273	0	0	373.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-10-22 15:20:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	317.9		g	-49.6	1.66e-07	4	1	2.02e-09	4.48e-09	1.88e-09	273	0	0	423.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-10-27 15:47:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	323.9		g	-51.2	2.07e-07	5	1	1.66e-09	6.03e-09	1.63e-09	273	0	0	473.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-10-28 13:10:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	324.0		g	-53.0	2.24e-07	6	1	1.95e-09	7.37e-09	1.54e-09	273	0	0	523.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-10-28 20:05:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	321.7		g	-53.0	2.36e-07	7	1	2.10e-09	7.06e-09	1.52e-09	273	0	0	573.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-10-29 20:19:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	320.3		g	-55.6	2.40e-07	8	1	2.16e-09	5.45e-09	1.56e-09	273	0	0	623.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-11-03 16:39:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	320.8		g	-55.8	2.39e-07	9	1	2.93e-09	8.42e-09	1.51e-09	273	0	0	673.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-11-04 11:33:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	319.1		g	-55.9	2.36e-07	10	1	1.30e-09	3.33e-09	1.84e-09	273	0	0	698.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-11-10 12:19:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	320.6		g	-56.2	2.30e-07	11	1	2.72e-09	5.50e-09	3.00e-09	273	0	0	723.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-11-10 21:41:44	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	317.5		g	-55.9	2.26e-07	12	1	7.22e-09	5.99e-09	1.09e-09	273	0	0	748.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-11-13 11:12:32	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	316.0		g	-55.6	2.16e-07	13	1	6.41e-09	4.60e-09	2.70e-09	273	0	0	773.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-11-17 16:54:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	320.4		g	-54.7	1.93e-07	14	1	4.82e-09	5.68e-09	1.43e-09	273	0	0	788.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-11-24 17:43:57	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	321.7		g	-54.7	1.74e-07	15	1	1.28e-09	2.24e-09	1.29e-09	273	0	0	803.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-12-01 16:25:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	319.1		g	-52.7	1.47e-07	16	1	1.92e-09	1.41e-09	9.77e-10	273	0	0	818.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-12-02 00:13:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	318.3		g	-52.6	1.26e-07	17	1	1.26e-09	2.91e-09	1.26e-09	273	0	0	823.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-12-05 13:09:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	318.3		g	-53.0	9.99e-08	18	1	2.62e-09	1.45e-09	7.22e-10	273	0	0	828.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-12-06 13:07:49	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.6	290.7		g	-50.8	5.90e-08	19	1	4.71e-09	6.92e-10	5.98e-10	273	0	0	833.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-12-08 14:45:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	296.8		g	-48.0	5.05e-08	20	1	1.03e-09	8.86e-10	1.36e-09	273	0	0	838.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2014-12-08 21:39:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.7	341.4		g	-31.6	3.19e-08	21	1	7.49e-10	1.80e-09	1.46e-09	273	0	0	843.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2015-01-12 10:28:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.6	299.6		g	-32.5	2.49e-08	22	1	3.42e-09	4.32e-10	8.26e-10	273	0	0	846.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2015-01-14 13:45:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.3	335.1		g	-21.1	1.82e-08	23	1	5.95e-10	4.50e-10	1.51e-09	273	0	0	849.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2015-01-15 14:03:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	21.8	350.8		g	13.0	6.15e-09	24	1	8.28e-10	6.31e-10	2.28e-09	273	0	0	852.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2015-01-15 15:36:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	11.5	353.7		g	04.3	6.48e-09	25	1	7.29e-10	5.46e-10	1.15e-09	273	0	0	852.0
This study	unknown	Z32.9	Z32	Z32.9a	Z32.9a:LP-DIR-T	hargrave 2015-01-18 12:28:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.4	048.2		g	15.6	1.60e-08	26	1	1.09e-09	6.98e-10	1.11e-09	273	0	0	855.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T		LT-NO:LP-DIR-T	pmagpy-3.2.1	1.6	152.6		g	35.8	2.60e-06	1	1	2.78e-08	6.76e-08	1.75e-08	273	0	0	273
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	3.2	123.3		g	26.8	4.93e-07	2	1	1.91e-08	1.63e-08	1.22e-08	273	0	0	77
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T		LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.5	101.9		g	11.2	3.59e-07	3	1	4.75e-09	5.62e-09	1.47e-08	273	0	0	373.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-10-22 15:21:36	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.9	064.8		g	-26.1	3.40e-07	4	1	2.20e-08	5.27e-09	1.17e-08	273	0	0	423.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-10-27 15:48:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	042.9		g	-37.2	4.79e-07	5	1	2.28e-08	1.05e-08	1.04e-08	273	0	0	473.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-10-28 13:11:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	4.5	030.9		g	-41.0	5.08e-07	6	1	2.33e-08	3.21e-08	9.70e-09	273	0	0	523.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-10-28 20:07:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.6	025.2		g	-42.8	6.25e-07	7	1	2.10e-08	3.31e-08	8.46e-09	273	0	0	573.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-10-29 20:21:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	020.0		g	-48.4	6.80e-07	8	1	1.65e-08	1.64e-08	6.83e-09	273	0	0	623.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-11-03 16:40:56	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.0	012.4		g	-50.7	6.81e-07	9	1	1.44e-08	3.28e-08	3.79e-09	273	0	0	673.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-11-04 11:34:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	012.8		g	-51.4	6.93e-07	10	1	8.18e-09	3.61e-09	4.63e-09	273	0	0	698.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-11-10 12:20:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.9	010.8		g	-49.6	6.72e-07	11	1	3.83e-09	3.34e-08	4.66e-09	273	0	0	723.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-11-10 21:43:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.4	007.4		g	-51.1	6.32e-07	12	1	4.52e-09	3.70e-08	4.33e-09	273	0	0	748.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-11-13 11:14:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	012.7		g	-51.1	5.93e-07	13	1	4.53e-09	1.94e-08	7.85e-09	273	0	0	773.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-11-17 16:56:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	009.6		g	-50.4	5.42e-07	14	1	3.58e-09	2.10e-08	2.82e-09	273	0	0	788.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-11-24 17:45:29	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	008.1		g	-49.7	5.04e-07	15	1	4.68e-09	1.36e-08	3.00e-09	273	0	0	803.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-12-01 16:26:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	009.9		g	-50.7	4.59e-07	16	1	2.59e-09	3.73e-09	3.32e-09	273	0	0	818.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-12-02 00:14:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	009.1		g	-48.8	4.49e-07	17	1	3.04e-09	2.16e-08	2.23e-09	273	0	0	823.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-12-05 13:10:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.3	008.8		g	-47.5	4.30e-07	18	1	2.68e-09	1.69e-08	3.03e-09	273	0	0	828.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-12-06 13:09:50	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	007.2		g	-51.2	3.67e-07	19	1	3.07e-09	5.71e-09	3.08e-09	273	0	0	833.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-12-08 14:47:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	315.5		g	-74.3	1.34e-07	20	1	1.42e-09	2.20e-09	3.16e-09	273	0	0	838.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2014-12-08 21:40:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	283.3		b	-57.9	2.66e-07	21	1	6.74e-09	2.36e-09	3.78e-09	273	0	0	843.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2015-01-12 10:30:30	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.1	334.1		g	-53.5	1.00e-07	22	1	7.07e-09	1.86e-09	5.19e-09	273	0	0	846.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2015-01-14 13:47:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.7	300.0		g	-74.6	4.15e-08	23	1	1.72e-09	1.51e-09	2.83e-09	273	0	0	849.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2015-01-15 14:04:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	9.8	213.6		g	-49.3	2.59e-08	24	1	2.57e-09	2.04e-09	4.12e-09	273	0	0	852.0
This study	unknown	Z33.1	Z33	Z33.1a	Z33.1a:LP-DIR-T	hargrave 2015-01-18 12:29:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	8.0	072.4		g	00.8	5.40e-08	25	1	6.95e-09	3.49e-09	9.79e-10	273	0	0	855.0
This study	unknown	Z33.2	Z33	Z33.2a	Z33.2a:LP-DIR-T		LT-NO:LP-DIR-T	pmagpy-3.2.1	4.3	84.9		g	36.1	1.31e-06	1	1	9.10e-08	1.65e-08	3.71e-08	273	0	0	273
This study	unknown	Z33.2	Z33	Z33.2a	Z33.2a:LP-DIR-T		LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	2.0	347.4		g	-42.1	9.01e-07	2	1	1.03e-08	3.30e-08	8.84e-09	273	0	0	77
This study	unknown	Z33.2	Z33	Z33.2a	Z33.2a:LP-DIR-T		LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	345.6		g	-43.8	1.00e-06	3	1	1.25e-08	1.51e-08	7.82e-09	273	0	0	373.0
